bureau_score,credit_utilization,debt_to_income,years_employed,credit_history_yrs,num_credit_inquiries_6m,max_dpd,months_delinquent
695,0.11,1.2026,22.3,18.5,1,0,0
590,0.4983,0.2242,7.4,5.4,1,0,0
621,0.4851,0.1134,3.7,5.7,1,0,0
629,0.2431,0.5883,6.1,7.1,1,0,0
660,0.3665,0.4177,5.0,4.7,0,0,0
604,0.4139,0.281,11.9,7.6,1,0,0
580,0.1624,0.296,4.4,5.2,4,0,0
683,0.2779,1.1579,14.9,12.2,0,0,0
628,0.1118,0.4163,7.5,6.8,2,0,0
589,0.2518,0.3636,8.3,5.1,0,0,0
609,0.1702,0.1245,0.0,0.8,2,0,0
506,0.756,0.3439,12.1,9.0,2,0,0
570,0.3271,1.1046,4.6,2.5,1,0,0
592,0.5142,0.199,6.5,5.3,1,0,0
672,0.2298,0.9333,7.1,7.5,0,0,0
630,0.2687,0.4409,10.8,10.6,0,0,0
633,0.1217,0.8761,4.9,4.4,1,0,0
619,0.0799,0.3401,12.1,8.1,3,0,0
628,0.0656,0.3059,13.7,11.3,1,0,0
616,0.3927,0.1893,15.1,8.8,0,0,0
641,0.465,0.1948,15.4,10.0,0,0,0
579,0.3004,0.7592,2.5,4.3,2,0,0
574,0.329,0.5087,10.7,11.2,2,0,0
622,0.2288,0.3028,6.2,6.6,3,0,0
628,0.1563,0.5082,14.5,10.0,0,0,0
522,0.5422,0.2938,11.3,3.5,1,0,0
684,0.0031,0.5488,15.1,12.1,1,0,0
657,0.1351,0.6799,17.3,13.2,1,0,0
559,0.2865,0.1617,3.4,3.5,2,0,0
529,0.2392,0.5761,3.2,0.0,3,0,0
557,0.506,0.3917,3.4,1.7,2,0,0
612,0.1105,0.3246,2.8,5.7,1,0,0
527,0.474,0.4183,1.6,0.0,0,0,0
624,0.3952,0.8308,21.1,15.9,0,0,0
566,0.5178,0.3939,9.2,5.1,1,0,0
576,0.237,1.4744,17.3,13.1,5,0,0
579,0.153,0.9402,2.1,1.1,2,0,0
590,0.2382,0.5188,2.2,4.0,2,0,0
654,0.2485,1.4919,18.9,13.3,1,0,0
608,0.641,0.5583,17.2,14.0,1,0,0
640,0.4099,0.5009,5.1,7.8,0,0,0
666,0.0762,0.2792,11.9,10.3,0,0,0
628,0.126,0.248,1.2,2.0,1,0,0
622,0.1846,1.4274,6.6,6.9,2,0,0
650,0.0559,0.3739,9.6,7.8,0,0,0
620,0.2889,1.5984,13.6,8.3,3,0,0
695,0.3424,0.681,18.9,11.5,0,0,0
604,0.4271,0.1326,7.4,6.6,0,0,0
586,0.2119,0.1768,2.5,0.5,1,0,0
644,0.0774,0.1892,0.0,0.0,0,0,0
635,0.1163,0.4825,10.1,6.7,0,0,0
529,0.6757,0.5779,5.8,0.6,2,0,0
641,0.3043,0.2318,1.5,0.0,0,0,0
606,0.2162,0.975,11.3,6.4,3,0,0
586,0.3277,1.4863,1.4,5.9,1,0,0
662,0.0439,0.1826,11.5,9.6,2,0,0
526,0.7094,1.3256,2.1,0.6,1,0,0
554,0.402,0.0831,15.5,9.3,2,0,0
589,0.285,0.9212,9.1,1.5,3,0,0
635,0.1968,0.507,21.0,11.8,1,0,0
640,0.4166,0.3957,13.4,6.1,0,0,0
647,0.3408,0.5338,13.1,7.2,1,0,0
583,0.3845,1.1425,2.0,1.4,3,0,0
593,0.3203,1.7719,6.9,4.5,2,0,0
602,0.3632,0.3944,5.2,1.9,1,0,0
689,0.0482,0.2583,15.5,10.7,0,0,0
631,0.2404,0.4007,3.4,0.0,1,0,0
584,0.4125,0.3532,5.6,4.8,1,0,0
615,0.1307,0.1786,10.4,8.8,2,0,0
542,0.4316,0.316,5.0,4.5,1,0,0
667,0.0987,0.3212,12.6,11.0,0,0,0
481,0.7445,0.6144,5.2,0.6,3,0,0
595,0.2632,1.1703,16.7,11.8,1,0,0
592,0.6387,0.6135,12.6,6.9,0,0,0
608,0.3223,0.3828,2.0,0.0,1,0,0
583,0.2426,0.1363,3.9,0.0,0,0,0
599,0.4377,0.2451,8.6,11.0,2,0,0
610,0.291,0.4509,9.7,8.6,1,0,0
630,0.1478,0.4733,10.7,10.7,2,0,0
636,0.2668,0.6995,11.5,8.8,1,0,0
636,0.1516,0.0821,12.5,7.1,0,0,0
589,0.145,0.7213,6.0,5.5,3,0,0
618,0.4118,0.5227,18.6,17.7,1,0,0
544,0.6961,0.4636,15.6,12.0,1,0,0
647,0.1442,0.2967,4.9,3.2,0,0,0
547,0.6131,0.4986,6.7,5.2,2,0,0
582,0.3813,0.7612,9.3,8.7,1,0,0
571,0.2251,0.5295,1.9,1.3,1,0,0
652,0.3462,0.5369,18.1,12.4,0,0,0
678,0.1497,0.2751,13.4,8.0,1,0,0
612,0.3061,0.4744,14.7,11.0,1,0,0
559,0.3438,0.4103,5.8,1.5,1,0,0
610,0.1078,0.4817,4.6,2.5,1,0,0
609,0.2489,0.2242,9.1,6.1,1,0,0
607,0.0417,0.5374,16.9,9.7,2,0,0
557,0.2175,0.4363,5.8,4.0,4,0,0
595,0.3024,0.2185,4.9,5.3,2,0,0
619,0.0104,0.5274,12.9,11.9,4,0,0
576,0.1767,0.6871,3.2,1.8,2,0,0
623,0.1542,0.9392,0.0,0.0,0,0,0
647,0.1393,0.8117,7.4,4.7,1,0,0
543,0.5135,0.7143,9.3,7.8,2,0,0
611,0.1929,0.4063,3.5,1.2,0,0,0
640,0.2478,1.1114,0.3,0.0,1,0,0
628,0.1394,0.1708,3.6,3.1,1,0,0
597,0.4548,0.7703,14.1,10.9,3,0,0
593,0.2399,0.1633,6.8,5.2,1,0,0
592,0.2289,0.6357,0.0,0.2,0,0,0
607,0.3771,0.2805,17.9,11.6,1,0,0
649,0.0689,0.4941,8.5,6.0,0,0,0
524,0.7605,0.4155,8.9,1.5,1,0,0
668,0.268,0.3945,16.6,14.7,1,0,0
558,0.4571,0.6,0.7,0.8,1,0,0
574,0.2905,1.5484,7.6,9.5,2,0,0
636,0.3894,0.2976,11.5,10.6,0,0,0
690,0.1036,1.2917,10.6,5.8,0,0,0
602,0.4508,0.387,0.0,0.0,1,0,0
579,0.1659,0.7307,10.0,4.8,0,0,0
646,0.2294,0.2752,18.1,11.3,2,0,0
659,0.1574,0.874,10.6,4.3,0,0,0
584,0.4068,1.4525,14.6,8.4,1,0,0
602,0.3625,0.2831,11.4,5.9,1,0,0
660,0.2828,0.6573,9.7,8.6,0,0,0
609,0.0893,0.7747,5.5,0.6,3,0,0
592,0.3771,0.4169,1.5,5.5,0,0,0
656,0.1693,0.1709,12.4,8.0,2,0,0
585,0.3351,1.5366,9.2,9.1,3,0,0
620,0.0623,0.8595,8.3,3.9,1,0,0
575,0.2259,0.3526,10.1,8.6,3,0,0
654,0.1336,0.5639,11.2,4.9,1,0,0
487,0.6935,0.291,6.0,1.3,2,0,0
640,0.2228,0.7368,10.5,9.5,3,0,0
553,0.5911,0.3761,1.6,0.9,2,0,0
539,0.5352,0.6205,5.5,3.5,0,0,0
619,0.1403,0.3587,4.0,0.8,1,0,0
552,0.4647,0.3261,14.0,8.1,1,0,0
561,0.3641,0.3691,0.0,0.0,0,0,0
613,0.54,0.3064,6.8,3.7,0,0,0
618,0.2709,1.5669,8.0,6.1,1,0,0
558,0.2482,0.0774,2.1,1.6,3,0,0
531,0.427,0.7013,13.4,9.6,4,0,0
601,0.3718,1.1582,0.0,0.0,1,0,0
619,0.3009,1.4509,4.7,3.7,1,0,0
582,0.2913,0.3436,10.1,6.4,3,0,0
603,0.3308,0.883,0.7,0.0,0,0,0
563,0.2307,0.7979,1.3,0.0,3,0,0
641,0.1615,1.6365,9.5,8.0,1,0,0
628,0.2056,0.633,9.4,2.3,0,0,0
604,0.2221,0.512,8.2,3.3,0,0,0
602,0.2959,0.9938,12.3,8.9,0,0,0
584,0.4882,0.773,0.0,0.0,1,0,0
611,0.0784,0.3293,11.8,9.0,1,0,0
610,0.6125,0.1732,19.6,13.9,1,0,0
588,0.3126,0.195,18.2,11.4,3,0,0
633,0.1033,0.2857,15.8,7.7,1,0,0
619,0.1342,0.1267,0.0,1.5,0,0,0
658,0.0838,0.3409,7.5,4.9,0,0,0
593,0.4941,0.1853,0.0,0.0,1,0,0
571,0.287,0.3746,12.3,4.4,1,0,0
596,0.2908,0.0691,9.9,7.6,2,0,0
613,0.4168,0.3933,0.0,0.0,1,0,0
639,0.1828,0.443,9.1,4.1,1,0,0
602,0.1423,1.1263,1.5,3.4,0,0,0
579,0.4856,0.8082,15.2,6.9,0,0,0
633,0.0724,0.5059,0.0,0.0,1,0,0
527,0.6003,1.0015,6.8,6.2,1,0,0
646,0.0296,0.5493,12.4,9.7,2,0,0
661,0.0114,0.59,14.3,7.4,0,0,0
644,0.1858,0.2944,5.1,6.2,0,0,0
650,0.0883,0.3698,3.5,5.3,1,0,0
609,0.3649,1.2784,6.8,6.8,0,0,0
563,0.2985,0.369,2.0,0.0,1,0,0
634,0.0474,0.3235,10.2,6.7,2,0,0
632,0.05,0.1564,5.1,6.1,2,0,0
588,0.298,0.7359,2.1,2.4,0,0,0
604,0.238,0.4604,0.6,0.0,0,0,0
499,0.3996,0.161,2.7,1.5,3,0,0
564,0.4807,0.4798,0.2,0.0,0,0,0
660,0.1607,0.3863,0.3,2.5,0,0,0
632,0.2419,0.3465,13.9,9.5,2,0,0
592,0.2126,0.3791,8.3,9.3,3,0,0
638,0.1541,0.2951,8.7,2.4,1,0,0
647,0.3505,0.2409,11.9,6.4,0,0,0
588,0.5297,0.5042,11.9,8.2,1,0,0
609,0.1433,0.3028,2.6,6.3,1,0,0
591,0.4662,0.1992,12.3,8.8,1,0,0
606,0.1517,0.2841,9.9,5.4,3,0,0
604,0.5366,1.0149,12.2,8.6,1,0,0
610,0.2043,0.2637,0.0,0.0,0,0,0
577,0.4106,0.8318,4.2,4.8,1,0,0
610,0.2205,1.5992,0.7,2.2,2,0,0
626,0.0829,0.3985,21.6,18.3,3,0,0
522,0.4899,0.2973,3.0,0.0,3,0,0
660,0.1809,0.7961,13.7,6.0,1,0,0
663,0.0504,0.4434,14.4,9.6,1,0,0
591,0.3544,0.398,4.5,4.8,1,0,0
553,0.3685,0.6711,8.0,7.6,2,0,0
601,0.2214,0.6703,3.3,2.8,1,0,0
650,0.2022,1.4331,12.7,10.5,1,0,0
596,0.4547,0.4154,6.9,7.9,2,0,0
570,0.1977,0.1149,3.4,0.8,1,0,0
549,0.5885,0.2589,1.0,3.6,0,0,0
588,0.3668,0.3021,5.1,6.6,1,0,0
632,0.1937,0.2771,11.9,7.2,1,0,0
599,0.1815,0.2405,14.0,7.9,2,0,0
576,0.4386,0.5204,12.4,10.2,2,0,0
650,0.2914,0.6426,11.1,11.8,2,0,0
613,0.272,0.3297,11.3,6.2,1,0,0
610,0.3386,0.1261,9.0,10.1,1,0,0
566,0.6892,0.4344,13.8,7.7,1,0,0
561,0.131,1.2945,1.5,0.6,2,0,0
645,0.0527,0.4785,11.6,5.9,0,0,0
595,0.3101,0.2715,9.5,7.5,1,0,0
595,0.3511,0.2222,13.8,9.9,1,0,0
585,0.2978,0.284,12.6,8.9,2,0,0
619,0.0818,0.5646,11.1,6.5,2,0,0
602,0.2897,0.6604,5.2,2.8,0,0,0
628,0.127,0.465,9.1,6.2,0,0,0
522,0.6036,0.3006,13.4,8.9,2,0,0
577,0.21,0.2906,6.8,4.7,2,0,0
560,0.3642,0.5529,0.0,0.0,1,0,0
526,0.4709,0.1685,10.2,2.8,2,0,0
630,0.0788,0.3382,3.6,3.2,3,0,0
592,0.1314,1.1526,4.7,4.0,1,0,0
600,0.5022,0.819,10.4,7.7,3,0,0
574,0.1221,0.4831,1.1,1.8,1,0,0
583,0.0311,0.5308,4.6,2.3,2,0,0
583,0.5195,0.5308,8.1,5.0,0,0,0
639,0.271,0.6387,13.7,8.6,1,0,0
524,0.4054,1.4536,0.0,0.0,2,0,0
688,0.1793,1.6175,13.3,10.5,1,0,0
598,0.1345,0.6813,5.3,5.3,1,0,0
616,0.2148,0.2302,0.5,2.2,1,0,0
568,0.5057,0.2369,7.4,4.6,2,0,0
640,0.2024,1.3009,21.7,13.8,0,0,0
570,0.3127,0.8932,17.5,11.3,2,0,0
582,0.125,0.5402,5.1,2.5,4,0,0
621,0.206,0.8255,10.7,3.5,1,0,0
560,0.0804,0.276,3.7,3.2,3,0,0
637,0.2447,1.486,8.3,7.5,1,0,0
626,0.2104,0.4796,4.4,3.5,1,0,0
569,0.5161,0.1112,4.4,3.1,2,0,0
593,0.2462,0.2994,5.4,2.5,0,0,0
626,0.5595,1.0218,2.0,2.9,0,0,0
651,0.1285,0.2987,18.2,12.6,1,0,0
525,0.6664,0.2537,0.0,0.0,1,0,0
632,0.1739,0.2724,12.1,11.1,0,0,0
596,0.2581,0.7057,0.0,1.3,1,0,0
609,0.3283,0.1691,9.6,10.0,0,0,0
572,0.3765,0.6861,2.4,4.0,1,0,0
570,0.1949,1.0367,9.1,5.1,1,0,0
643,0.2854,0.3654,10.2,6.6,0,0,0
556,0.3742,0.3636,12.7,10.9,1,0,0
592,0.5287,0.5259,10.8,5.2,0,0,0
606,0.1628,0.3896,3.2,5.6,1,0,0
610,0.2572,0.5152,4.7,3.9,2,0,0
568,0.489,0.233,10.1,8.7,2,0,0
635,0.3133,0.2765,9.5,7.3,0,0,0
631,0.1951,0.2131,14.7,10.4,3,0,0
567,0.4365,0.5371,8.1,5.1,1,0,0
527,0.5975,0.16,6.2,4.0,1,0,0
627,0.1724,1.3508,2.9,0.0,1,0,0
542,0.3962,0.5453,1.2,2.0,3,0,0
612,0.3465,0.2485,0.0,4.4,1,0,0
588,0.2982,0.6939,13.7,7.9,1,0,0
546,0.3873,0.6026,1.4,0.0,0,0,0
639,0.3691,1.3166,10.5,10.5,0,0,0
561,0.0772,0.2916,15.4,11.5,6,0,0
562,0.346,1.4667,2.5,3.6,1,0,0
602,0.5891,0.3458,12.2,9.5,0,0,0
548,0.4475,0.1417,8.1,3.8,1,0,0
549,0.5007,0.3338,5.0,5.3,3,0,0
553,0.3035,0.7028,9.3,5.5,1,0,0
546,0.4203,0.2227,7.3,3.5,0,0,0
621,0.3836,0.2889,14.5,11.4,1,0,0
691,0.0549,0.627,21.3,15.3,0,0,0
584,0.3443,0.635,1.5,1.9,0,0,0
525,0.5506,0.4218,11.5,8.8,3,0,0
673,0.0729,1.5688,14.4,11.7,1,0,0
605,0.5163,0.4153,1.6,3.7,1,0,0
589,0.1412,0.2837,0.0,0.4,2,0,0
668,0.101,1.2933,10.9,10.5,0,0,0
567,0.5655,0.4878,3.9,5.0,2,0,0
499,0.6957,0.4166,8.9,7.7,1,0,0
598,0.1004,0.6695,3.4,1.2,3,0,0
624,0.4962,0.4377,9.2,8.4,1,0,0
484,0.5506,1.7153,12.9,9.9,6,0,0
597,0.2625,0.4913,13.9,7.0,3,0,0
515,0.8309,0.199,7.1,2.6,0,0,0
637,0.2731,0.4296,11.3,5.5,1,0,0
605,0.3577,0.2316,0.0,0.0,0,0,0
575,0.3119,0.9476,7.8,3.3,0,0,0
623,0.3213,0.1778,4.4,4.8,2,0,0
622,0.2539,0.3518,2.3,1.8,0,0,0
578,0.3093,0.3794,0.0,1.8,1,0,0
477,0.8232,0.0787,10.8,5.3,3,0,0
591,0.131,0.298,20.6,11.3,2,0,0
611,0.0132,0.4573,7.1,3.2,3,0,0
681,0.1456,0.1523,17.5,13.6,0,0,0
588,0.3537,0.677,16.6,13.1,1,0,0
591,0.3255,0.3484,3.0,1.6,1,0,0
538,0.5393,0.3305,5.3,4.4,1,0,0
657,0.0474,0.7451,13.2,8.2,0,0,0
587,0.4335,0.7013,11.0,6.2,1,0,0
622,0.2543,0.336,0.6,1.2,1,0,0
752,0.0266,0.0775,18.8,14.5,0,0,0
532,0.3094,0.5789,11.3,11.5,5,0,0
610,0.1284,0.3123,15.6,8.9,3,0,0
497,0.6206,1.348,5.9,1.9,3,0,0
613,0.3863,0.1541,11.2,6.8,1,0,0
648,0.1271,0.2757,14.7,11.5,1,0,0
662,0.1641,0.2149,12.5,12.8,1,0,0
623,0.111,0.5326,5.8,4.3,1,0,0
557,0.4224,0.9935,6.6,2.9,1,0,0
602,0.3227,1.5804,9.9,4.7,2,0,0
659,0.1223,0.1395,10.9,6.5,1,0,0
547,0.5625,0.671,5.7,4.4,2,0,0
570,0.5872,0.4814,4.0,4.2,0,0,0
556,0.4084,0.6395,0.0,0.4,3,0,0
615,0.3482,0.3492,10.7,6.1,1,0,0
595,0.3053,0.1975,1.1,0.0,1,0,0
684,0.0525,0.2858,15.6,12.2,0,0,0
579,0.2448,0.2811,7.9,4.4,2,0,0
653,0.1024,0.5949,11.2,6.9,0,0,0
594,0.3666,1.056,0.0,0.0,0,0,0
661,0.1531,1.4983,17.5,9.1,1,0,0
650,0.1842,0.5305,14.7,13.6,2,0,0
599,0.2051,0.1583,11.3,6.6,2,0,0
658,0.244,1.1506,22.3,11.7,0,0,0
614,0.4475,0.6321,13.7,9.9,0,0,0
587,0.5887,0.1861,16.1,11.0,1,0,0
599,0.2791,0.8024,3.1,0.0,1,0,0
667,0.19,0.3109,7.5,7.5,0,0,0
623,0.1948,1.5248,10.7,8.8,3,0,0
632,0.1059,0.3045,1.7,2.9,0,0,0
674,0.529,0.7093,11.6,8.7,1,0,0
570,0.2837,0.2828,15.5,8.2,4,0,0
593,0.344,0.3445,7.8,5.3,3,0,0
613,0.2659,0.2128,5.2,2.7,3,0,0
568,0.5775,1.0943,1.8,0.0,0,0,0
606,0.3227,0.6538,3.2,5.5,1,0,0
634,0.2311,1.5436,0.0,0.0,0,0,0
529,0.4972,0.4689,6.6,3.7,0,0,0
625,0.0371,0.9077,4.3,3.1,1,0,0
582,0.4971,0.5539,8.6,6.8,2,0,0
667,0.2972,0.5498,10.0,10.4,0,0,0
594,0.2792,0.678,10.4,7.0,1,0,0
594,0.4173,1.0213,1.7,1.8,1,0,0
615,0.2255,0.3602,0.4,0.0,0,0,0
696,0.3097,0.5736,15.6,12.1,0,0,0
644,0.2987,0.5861,14.7,14.2,2,0,0
687,0.3275,0.226,19.5,12.8,1,0,0
615,0.3056,0.8607,15.8,12.7,1,0,0
542,0.4786,0.4483,6.9,2.0,1,0,0
577,0.3275,1.1278,10.8,6.9,2,0,0
557,0.253,0.6804,0.0,0.0,1,0,0
587,0.2464,0.2054,2.0,2.1,1,0,0
595,0.249,0.2092,10.9,7.4,4,0,0
628,0.2069,1.6942,9.9,9.2,0,0,0
599,0.2512,0.1389,0.0,0.0,1,0,0
544,0.4614,0.7437,2.1,2.9,3,0,0
598,0.182,0.9133,3.4,2.7,0,0,0
627,0.4459,0.5801,0.2,0.0,1,0,0
617,0.085,0.4847,12.4,4.2,2,0,0
630,0.3737,0.6364,17.9,12.8,2,0,0
518,0.5357,0.3136,2.2,0.2,4,0,0
549,0.39,0.331,6.7,5.2,1,0,0
515,0.424,1.36,3.6,0.0,2,0,0
618,0.0952,0.1359,0.0,1.1,1,0,0
596,0.3177,0.339,10.9,10.8,2,0,0
618,0.6298,1.01,19.0,12.8,1,0,0
564,0.1736,0.6548,0.1,0.0,0,0,0
617,0.309,0.6367,1.1,0.7,1,0,0
609,0.2014,0.6619,12.8,7.5,1,0,0
553,0.2204,0.7877,0.2,0.0,0,0,0
602,0.1697,0.2932,6.5,4.1,1,0,0
587,0.4169,0.6255,7.4,7.2,2,0,0
605,0.2979,0.8323,14.5,9.0,1,0,0
608,0.3344,0.772,8.3,7.2,2,0,0
620,0.1212,0.7328,4.9,3.0,4,0,0
655,0.2651,0.2471,3.8,2.5,1,0,0
600,0.3397,0.3785,9.0,8.5,1,0,0
620,0.3193,0.9631,2.8,1.4,0,0,0
645,0.1308,0.4146,17.4,13.7,2,0,0
618,0.137,0.3197,15.0,10.0,1,0,0
556,0.2938,0.1376,2.5,2.9,0,0,0
629,0.1714,0.3779,13.1,8.6,1,0,0
642,0.2303,0.3416,1.6,1.5,0,0,0
622,0.2118,0.3196,17.4,12.7,2,0,0
596,0.3038,0.4775,0.0,1.4,0,0,0
579,0.6036,0.405,14.5,11.1,2,0,0
563,0.1478,1.028,0.7,0.0,0,0,0
583,0.534,0.2033,0.1,3.7,1,0,0
601,0.2039,0.9425,4.3,3.1,3,0,0
680,0.1352,0.3718,14.4,11.9,1,0,0
616,0.1955,0.5074,4.7,0.0,0,0,0
674,0.1326,0.1905,16.5,13.2,0,0,0
623,0.1819,0.2304,0.0,1.5,0,0,0
665,0.1884,0.3022,5.5,4.3,0,0,0
595,0.353,2.1447,17.2,7.5,2,0,0
561,0.2873,0.5407,0.4,0.0,3,0,0
622,0.2115,0.2312,9.8,4.8,1,0,0
621,0.2629,0.4969,3.8,5.0,1,0,0
648,0.0179,1.4863,11.3,5.5,1,0,0
666,0.1157,0.5781,3.9,3.8,1,0,0
544,0.2588,0.3577,1.6,0.5,2,0,0
582,0.3799,0.4025,1.2,3.0,2,0,0
584,0.3626,0.2283,5.8,4.5,3,0,0
565,0.5798,0.1074,5.5,2.6,1,0,0
624,0.2409,0.7895,5.2,2.1,0,0,0
682,0.1539,0.3989,17.4,11.3,0,0,0
628,0.1946,0.0902,12.2,2.4,0,0,0
676,0.092,0.3035,13.7,13.1,0,0,0
668,0.2842,0.3548,13.3,11.9,0,0,0
620,0.1446,0.2875,0.0,0.1,1,0,0
576,0.4838,0.3411,19.4,15.5,2,0,0
588,0.474,0.1453,6.0,4.1,1,0,0
614,0.197,0.2531,4.4,4.0,1,0,0
510,0.4105,0.9826,2.0,3.4,4,0,0
644,0.3697,0.8386,10.4,6.8,0,0,0
639,0.18,1.1918,3.4,3.9,0,0,0
643,0.1273,0.2261,12.5,5.2,2,0,0
650,0.1206,0.5551,15.7,11.4,1,0,0
637,0.2327,1.9453,0.0,0.0,0,0,0
646,0.1998,0.3359,19.3,12.8,1,0,0
678,0.1165,0.5266,12.2,8.1,0,0,0
616,0.1999,0.3948,9.6,6.2,0,0,0
596,0.3438,0.4833,6.3,6.6,2,0,0
591,0.2278,0.5454,1.5,0.9,2,0,0
697,0.0847,0.2118,18.8,18.8,0,0,0
612,0.2767,0.3236,12.4,6.8,0,0,0
617,0.5062,0.2083,7.8,6.6,0,0,0
675,0.1782,1.0763,8.0,7.4,0,0,0
602,0.277,0.2635,16.3,10.6,0,0,0
613,0.2705,0.2504,11.2,5.4,1,0,0
626,0.1323,0.6371,10.7,6.6,3,0,0
542,0.1318,0.2823,6.0,1.6,4,0,0
657,0.3459,0.3208,9.7,5.1,0,0,0
630,0.2925,1.2255,0.2,0.9,0,0,0
637,0.1764,0.4098,8.8,11.3,3,0,0
574,0.6353,0.4807,3.8,6.1,0,0,0
575,0.3458,0.3946,11.4,6.8,1,0,0
640,0.1827,0.936,16.7,13.6,2,0,0
570,0.2914,0.4973,11.9,7.6,1,0,0
584,0.3726,0.5292,4.6,1.5,0,0,0
623,0.4081,0.4728,15.7,10.8,1,0,0
638,0.1167,0.1964,0.7,0.0,0,0,0
615,0.3498,0.9542,15.5,7.5,0,0,0
633,0.129,0.1642,18.1,14.5,3,0,0
619,0.317,1.1412,7.2,7.8,1,0,0
589,0.2035,0.5034,13.0,4.1,1,0,0
645,0.5865,1.2015,17.3,15.0,1,0,0
641,0.3646,0.5477,15.5,13.2,0,0,0
655,0.0607,0.3916,13.3,8.6,0,0,0
600,0.2775,1.3714,8.5,6.9,2,0,0
628,0.3092,0.5645,14.4,13.7,2,0,0
594,0.1068,0.3111,11.9,10.8,2,0,0
606,0.3614,0.0841,7.0,5.9,0,0,0
606,0.2502,0.4427,12.1,7.2,0,0,0
579,0.4148,1.575,2.6,1.0,1,0,0
654,0.1229,0.5936,7.1,6.4,0,0,0
636,0.171,1.2717,16.3,12.5,1,0,0
626,0.2215,0.6323,15.1,12.9,1,0,0
610,0.2478,0.1563,14.6,7.3,1,0,0
574,0.5091,0.204,1.0,1.6,0,0,0
619,0.3021,0.77,5.1,5.0,1,0,0
564,0.2365,0.3095,3.7,2.1,2,0,0
654,0.0479,1.5812,5.2,8.4,1,0,0
563,0.5531,0.4806,0.2,0.0,1,0,0
570,0.4235,0.3417,15.5,10.7,3,0,0
648,0.0665,0.5256,5.0,5.0,0,0,0
634,0.0585,0.2893,9.7,8.5,3,0,0
669,0.1163,0.1857,17.5,11.8,1,0,0
644,0.1,0.2857,12.6,8.3,4,0,0
648,0.2141,0.2552,16.0,12.6,1,0,0
671,0.148,1.027,9.2,7.4,1,0,0
683,0.0364,0.5021,16.2,11.5,2,0,0
640,0.3071,0.7294,16.7,8.0,1,0,0
649,0.2561,0.6713,15.0,10.8,0,0,0
661,0.1442,1.0859,12.2,11.8,1,0,0
636,0.1622,0.7143,14.2,11.1,3,0,0
571,0.3461,0.3434,9.6,5.2,1,0,0
611,0.4069,0.4755,12.8,6.0,3,0,0
629,0.0889,1.5527,0.0,1.9,2,0,0
545,0.3309,0.2453,6.2,3.4,2,0,0
574,0.1511,0.3351,0.3,2.9,3,0,0
664,0.0438,0.2588,3.8,5.3,1,0,0
615,0.2424,0.3399,0.9,0.3,2,0,0
688,0.0719,0.9354,7.2,5.7,0,0,0
621,0.0253,0.3233,13.8,10.6,4,0,0
648,0.1262,0.3119,16.7,9.3,1,0,0
604,0.4324,0.6027,6.7,8.1,1,0,0
655,0.2685,0.5159,12.3,9.6,1,0,0
591,0.2456,0.6513,14.5,10.5,2,0,0
651,0.2457,1.0155,7.0,6.9,0,0,0
645,0.3832,0.6293,7.2,5.7,1,0,0
634,0.1527,0.7674,10.4,5.1,1,0,0
515,0.6064,0.6532,1.2,0.0,2,0,0
587,0.4419,0.397,4.9,0.0,0,0,0
617,0.379,0.378,7.9,5.7,1,0,0
589,0.097,0.423,5.5,5.0,3,0,0
620,0.1684,0.2636,8.5,5.6,0,0,0
520,0.3704,0.1461,0.0,0.0,0,0,0
625,0.4218,0.5207,14.9,9.4,2,0,0
629,0.2911,0.3085,9.8,6.1,1,0,0
548,0.6199,1.6873,16.5,13.3,4,0,0
641,0.2931,0.4883,14.0,12.7,0,0,0
543,0.3507,0.2424,5.5,0.0,1,0,0
615,0.1845,0.1529,15.2,10.5,1,0,0
610,0.1203,0.5621,10.0,5.8,1,0,0
670,0.0777,1.2793,3.5,1.9,0,0,0
568,0.1939,0.659,6.4,6.2,1,0,0
572,0.3963,0.2286,3.3,1.3,1,0,0
586,0.2875,0.3508,5.0,4.9,2,0,0
701,0.1366,0.7805,16.8,15.7,1,0,0
594,0.2832,0.3926,14.6,9.3,1,0,0
522,0.5364,0.5337,1.2,0.4,0,0,0
643,0.3956,0.3803,5.1,3.1,2,0,0
624,0.3129,0.8405,8.0,10.4,2,0,0
573,0.318,1.1435,7.0,3.9,0,0,0
674,0.3169,0.3259,15.8,14.0,0,0,0
532,0.4378,1.3392,5.8,4.0,1,0,0
511,0.5976,0.2686,9.6,7.1,4,0,0
625,0.5402,0.8026,3.5,4.1,0,0,0
572,0.2604,0.6046,12.5,8.0,2,0,0
572,0.5622,0.086,6.4,6.4,2,0,0
579,0.4257,0.1313,10.2,6.6,1,0,0
631,0.0885,0.6358,10.3,5.1,0,0,0
609,0.2889,0.2985,15.1,12.6,1,0,0
640,0.2579,1.3294,14.1,11.1,0,0,0
627,0.2496,1.4654,4.1,1.7,0,0,0
660,0.1589,0.4465,21.5,17.4,1,0,0
563,0.4477,0.3718,14.4,8.1,1,0,0
572,0.3979,0.2853,0.0,0.8,1,0,0
570,0.1733,0.7978,2.4,0.0,0,0,0
637,0.0963,0.4747,17.7,11.6,0,0,0
592,0.0912,0.1565,0.0,0.0,4,0,0
628,0.0973,0.5816,13.8,7.1,0,0,0
615,0.455,1.2399,11.4,8.0,1,0,0
602,0.4817,1.6357,11.8,8.9,4,0,0
